category;description;description_stem
B22;doenca hiv resultando doencas multiplas classificadas outra parte;doenc hiv result doenc multipl classific outr part
B23;sindrome infeccao aguda hiv;sindrom infecca agud hiv
B23;doenca hiv resultando linfadenopatias generalizadas ( persistentes );doenc hiv result linfadenopat generaliz ( persistent )
B23;doenca hiv resultando anomalias hematologicas imunologicas classificadas outra parte;doenc hiv result anomal hematolog imunolog classific outr part
B23;doenca hiv resultando outra afeccoes especificadas;doenc hiv result outr afecco especific
B24;doenca virus imunodeficiencia humana [ hiv ] especificada;doenc virus imunodeficient human [ hiv ] especific
B25;pneumonite citomegalovirus;pneumonit citomegalovirus
B25;hepatite citomegalovirus;hepatit citomegalovirus
B25;pancreatite citomegalovirus;pancreatit citomegalovirus
B25;outras doencas citomegalovirus;outr doenc citomegalovirus
B25;doenca especificada citomegalovirus;doenc especific citomegalovirus
B26;orquite caxumba [ parotidite epidemica ];orquit caxumb [ parotidit epidem ]
B26;meningite caxumba [ parotidite epidemica ];meningit caxumb [ parotidit epidem ]
B26;encefalite caxumba [ parotidite epidemica ];encefalit caxumb [ parotidit epidem ]
B26;pancreatite caxumba [ parotidite epidemica ];pancreatit caxumb [ parotidit epidem ]
B26;caxumba [ parotidite epidemica ] outras complicacoes;caxumb [ parotidit epidem ] outr complic
B26;caxumba [ parotidite epidemica ] complicacoes;caxumb [ parotidit epidem ] complic
B27;mononucleose virus herpes gama;mononucleos virus herp gam
B27;mononucleose citomegalovirus;mononucleos citomegalovirus
B27;outras mononucleoses infecciosas;outr mononucleos infecc
B27;mononucleose infecciosa especificada;mononucleos infecc especific
B30;ceratoconjuntivite devida adenovirus;ceratoconjuntivit dev adenovirus
B30;conjuntivite devida adenovirus;conjuntivit dev adenovirus
B30;faringoconjuntivite viral;faringoconjuntivit viral
B30;conjuntivite hemorragica aguda endemica ( enterovirus );conjuntivit hemorrag agud endem ( enterovirus )
B30;outras conjuntivites virais;outr conjuntivit vir
B30;conjuntivite viral especificada;conjuntivit viral especific
B33;mialgia epidemica;mialg epidem
B33;doenca ross river;doenc ross riv
B33;cardite viral;cardit viral
B33;infeccao retrovirus classificada outra parte;infecca retrovirus classific outr part
B33;sindrome ( cardio - ) pulmonar hantavirus [ sph ] [ scph ];sindrom ( cardi - ) pulmon hantavirus [ sph ] [ scph ]
B33;outras doencas especificadas virus;outr doenc especific virus
B34;infeccao adenovirus localizacao especificada;infecca adenovirus localiz especific
B34;infeccao enterovirus localizacao especificada;infecca enterovirus localiz especific
B34;infeccao coronavirus localizacao especificada;infecca coronavirus localiz especific
B34;infeccao parvovirus localizacao especificada;infecca parvovirus localiz especific
B34;infeccao papovavirus localizacao especificada;infecca papovavirus localiz especific
B34;outras infeccoes virus localizacao especificada;outr infecco virus localiz especific
B34;infeccao viral especificada;infecca viral especific
B35;barba couro cabeludo;barb cour cabelud
B35;unhas;unhas
B35;mao;ma
B35;pes;pes
B35;corpo;corp
B35;imbricada;imbric
B35;tinea cruris;tin crur
B35;outras dermatofitoses;outr dermatofitos
B35;dermatofitose especificada;dermatofitos especific
B36;pitiriase versicolor;pitirias versicolor
B36;negra;negr
B36;piedra branca;piedr branc
B36;piedra negra;piedr negr
B36;outras micoses superficiais especificadas;outr micos superfic especific
B36;micose superficial especificada;micos superficial especific
B37;estomatite candida;estomatit cand
B37;candidiase pulmonar;candidias pulmon
B37;candidiase pele unhas;candidias pel unhas
B37;candidiase vulva vagina;candidias vulv vagin
B37;candidiase outras localizacoes urogenitais;candidias outr localiz urogenit
B37;meningite candida;meningit cand
B37;endocardite candida;endocardit cand
B37;septicemia candida;septicem cand
B37;candidiase outras localizacoes;candidias outr localiz
B37;candidiase especificada;candidias especific
B38;coccidioidomicose pulmonar aguda;coccidioidomicos pulmon agud
B38;coccidioidomicose pulmonar cronica;coccidioidomicos pulmon cronic
B38;coccidioidomicose pulmonar especificada;coccidioidomicos pulmon especific
B38;coccidioidomicose cutanea;coccidioidomicos cutan
B38;meningite coccidioidomicose;meningit coccidioidomicos
B38;coccidioidomicose disseminada;coccidioidomicos dissemin
B38;outras formas coccidioidomicose;outr form coccidioidomicos
B38;coccidioidomicose especificada;coccidioidomicos especific
B39;histoplasmose pulmonar aguda histoplasma capsulatum;histoplasmos pulmon agud histoplasm capsulatum
B39;histoplasmose pulmonar cronica histoplasma capsulatum;histoplasmos pulmon cronic histoplasm capsulatum
B39;histoplasmose pulmonar especificada histoplasma capsulatum;histoplasmos pulmon especific histoplasm capsulatum
B39;histoplasmose disseminada histoplasma capsulatum;histoplasmos dissemin histoplasm capsulatum
B39;histoplasmose especificada histoplasma capsulatum;histoplasmos especific histoplasm capsulatum
B39;histoplasmose histoplasma duboisii;histoplasmos histoplasm duboisi
B39;histoplasmose especificada;histoplasmos especific
B40;blastomicose pulmonar aguda;blastomicos pulmon agud
B40;blastomicose pulmonar cronica;blastomicos pulmon cronic
B40;blastomicose pulmonar especificada;blastomicos pulmon especific
B40;blastomicose cutanea;blastomicos cutan
B40;blastomicose disseminada;blastomicos dissemin
B40;outras formas blastomicose;outr form blastomicos
B40;blastomicose especificada;blastomicos especific
B41;paracoccidioidomicose pulmonar;paracoccidioidomicos pulmon
B41;paracoccidioidomicose disseminada;paracoccidioidomicos dissemin
B41;outras formas paracoccidioidomicose;outr form paracoccidioidomicos
B41;paracoccidioidomicose especificada;paracoccidioidomicos especific
B42;esporotricose pulmonar;esporotricos pulmon
B42;esporotricose linfocutanea;esporotricos linfocutan
B42;esporotricose disseminada;esporotricos dissemin
B42;outras formas esporotricose;outr form esporotricos
B42;esporotricose especificada;esporotricos especific
B43;cromomicose cutanea;cromomicos cutan
B43;abscesso cerebral feomicotico;abscess cerebral feomicot
B43;abscesso cisto feomicotico subcutaneos;abscess cist feomicot subcutan
B43;outras formas cromomicose;outr form cromomicos
B43;cromomicose especificada;cromomicos especific
B44;aspergilose pulmonar invasiva;aspergilos pulmon invas
B44;outras aspergiloses pulmonares;outr aspergilos pulmon
B44;aspergilose amigdaliana;aspergilos amigdalian
B44;aspergilose disseminada;aspergilos dissemin
B44;outras formas aspergilose;outr form aspergilos
B44;aspergilose especificada;aspergilos especific
B45;criptococose pulmonar;criptococos pulmon
B45;criptococose cerebral;criptococos cerebral
B45;criptococose cutanea;criptococos cutan
B45;criptococose ossea;criptococos osse
B45;criptococose disseminada;criptococos dissemin
B45;outras formas criptococose;outr form criptococos
B45;criptococose especificada;criptococos especific
B46;mucormicose pulmonar;mucormicos pulmon
B46;mucormicose rinocerebral;mucormicos rinocerebral
B46;mucormicose gastrointestinal;mucormicos gastrointestinal
B46;mucormicose cutanea;mucormicos cutan
B46;mucormicose disseminada;mucormicos dissemin
B46;mucormicose especificada;mucormicos especific
B46;outras zigomicoses;outr zigomicos
B46;zigomicose especificada;zigomicos especific
B47;eumicetoma;eumicetom
B47;actinomicetoma;actinomicetom
B47;micetoma especificado;micetom especific
B48;lobomicose;lobomicos
B48;rinosporidiose;rinosporidios
B48;alesqueriose;alesquerios
B48;geotricose;geotricos
B48;penicilose;penicilos
B48;micoses oportunistas;micos oportun
B48;outras micoses especificadas;outr micos especific
B49;micose especificada;micos especific
B50;malaria plasmodium falciparum complicacoes cerebrais;malar plasmodium falciparum complic cerebr
B50;outras formas graves complicadas malaria plasmodium falciparum;outr form grav complic malar plasmodium falciparum
B50;malaria especificada plasmodium falciparum;malar especific plasmodium falciparum
B51;malaria plasmodium vivax rotura baco;malar plasmodium vivax rotur bac
B51;malaria plasmodium vivax outras complicacoes;malar plasmodium vivax outr complic
B51;malaria plasmodium vivax complicacoes;malar plasmodium vivax complic
B52;malaria plasmodium malariae nefropatia;malar plasmodium malaria nefropat
B52;malaria plasmodium malariae outras complicacoes;malar plasmodium malaria outr complic
B52;malaria plasmodium malariae complicacoes;malar plasmodium malaria complic
B53;malaria plasmodium ovale;malar plasmodium oval
B53;malaria plasmodios macacos;malar plasmodi macac
B53;outras formas malarias confirmacao parasitologica , classificadas outra parte;outr form malar confirm parasitolog , classific outr part
B54;malaria especificada;malar especific
B55;leishmaniose visceral;leishmanios visceral
B55;leishmaniose cutanea;leishmanios cutan
B55;leishmaniose cutaneo - mucosa;leishmanios cutan - mucos
B55;leishmaniose especificada;leishmanios especific
B56;tripanossomiase trypanosoma gambiense;tripanossomias trypanosom gambiens
B56;tripanossomiase trypanosoma rhodesiense;tripanossomias trypanosom rhodesiens
B56;tripanossomiase africana especificada;tripanossomias african especific
B57;forma aguda doenca chagas , comprometimento cardiaco;form agud doenc chag , compromet cardiac
B57;forma aguda doenca chagas , comprometimento cardiaco;form agud doenc chag , compromet cardiac
B57;doenca chagas ( cronica ) comprometimento cardiaco;doenc chag ( cronic ) compromet cardiac
B57;doenca chagas ( cronica ) comprometimento aparelho digestivo;doenc chag ( cronic ) compromet aparelh digest
B57;doenca chagas ( cronica ) comprometimento sistema nervoso;doenc chag ( cronic ) compromet sistem nervos
B57;doenca chagas ( cronica ) comprometimento outros orgaos;doenc chag ( cronic ) compromet outr orga
B58;oculopatia toxoplasma;oculopat toxoplasm
B58;hepatite toxoplasma;hepatit toxoplasm
B58;meningoencefalite toxoplasma;meningoencefalit toxoplasm
B58;toxoplasmose pulmonar;toxoplasmos pulmon
B58;toxoplasmose comprometimento outros orgaos;toxoplasmos compromet outr orga
B58;toxoplasmose especificada;toxoplasmos especific
B59;pneumocistose;pneumocistos
B60;babesiose;babesios
B60;acantamebiase;acantamebias
B60;naegleriase;naeglerias
B60;outras doencas especificadas devidas protozoarios;outr doenc especific dev protozoari
B64;doenca especificada devida protozoarios;doenc especific dev protozoari
B65;esquistossomose devida schistosoma haematobium [ esquistossomose urinaria ];esquistossomos dev schistosom haematobium [ esquistossomos urinar ]
B65;esquistossomose devida schistosoma mansoni [ esquistossomose intestinal ];esquistossomos dev schistosom manson [ esquistossomos intestinal ]
B65;esquistossomose devida schistosoma japonicum;esquistossomos dev schistosom japonicum
B65;dermatite cercarias;dermatit cercar
B65;outras esquistossomoses;outr esquistossomos
B65;esquistossomose especificada;esquistossomos especific
B66;opistorquiase;opistorquias
B66;clonorquiase;clonorquias
B66;dicroceliase;dicrocelias
B66;fascioliase;fasciolias
B66;paragonimiase;paragonimias
B66;fasciolopsiase;fasciolopsias
B66;outras infestacoes trematodeos especificados;outr infest trematod especific
B66;infeccao especificada trematodeo;infecca especific trematod
B67;infestacao hepatica echinococcus granulosus;infest hepat echinococcus granulosus
B67;infestacao pulmonar echinococcus granulosus;infest pulmon echinococcus granulosus
B67;infestacao ossea echinococcus granulosus;infest osse echinococcus granulosus
B67;infestacoes echinmococcus granulosus , outras localizacoes multiplas;infest echinmococcus granulosus , outr localiz multipl
B67;infestacao especificada echinococcus granulosus;infest especific echinococcus granulosus
B67;infestacao hepatica echinococcus multilocularis;infest hepat echinococcus multilocular
B67;infeccoes echinococcus multilocularis , outras localizacoes multiplas;infecco echinococcus multilocular , outr localiz multipl
B67;infestacao especificada echinococcus multilocularis;infest especific echinococcus multilocular
B67;infestacao hepatica especificada , echinococcus;infest hepat especific , echinococcus
B67;infestacoes echinococcus , outras especificadas;infest echinococcus , outr especific
B68;infestacao taenia solium;infest taen solium
B68;infestacao taenia saginata;infest taen saginat
B68;infestacao especificada taenia;infest especific taen
B69;cisticercose sistema nervoso central;cisticercos sistem nervos central
B69;cisticercose olho;cisticercos olho
B69;cisticercose outras localizacoes;cisticercos outr localiz
B69;cisticercose especificada;cisticercos especific
B70;difilobotriase;difilobotrias
B70;esparganose;esparganos
B71;infestacao hymenolepis;infest hymenolep
B71;infestacao dipylidium;infest dipylidium
B71;outras infestacoes especificadas cestoides;outr infest especific cestoid
B71;infestacao especificada cestoides;infest especific cestoid
B72;dracontiase;dracontias
B73;oncocercose;oncocercos
B74;filariose wuchereria bancrofti;filarios wucher bancroft
B74;filariose brugia malayi;filarios brug malay
B74;filariose brugia timori;filarios brug timor
B74;loaiase;loaias
B74;mansonelose;mansonelos
B74;outras filarioses;outr filarios
B74;filariose especificada;filarios especific
